"","country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"4948","CHL","Chile","MARIPOSAS","CHL0001082",6,-35.5961,-71.2642,"Hydro","","","",NA,"HIDROLIRCAY","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1086007",2016,NA,NA,NA,NA,NA,NA,NA,"",13.51,11.52,16.13,11.55,13.51,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4949","CHL","Chile","MAULE","CHL0000098",6,-35.3602,-72.4066,"Oil","","","",NA,"ELEKTRAGEN","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091240",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.51,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4950","CHL","Chile","MONTE PATRIA","CHL0000077",9,-30.6968,-70.9491,"Oil","","","",NA,"ELEKTRAGEN","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091255",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.26,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4951","CHL","Chile","MONTE REDONDO","CHL0002012",48,-31.0773,-71.6578,"Wind","","","",NA,"EOLICA MONTE REDONDO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1075759",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,133.29,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4952","CHL","Chile","MUCHI","CHL0001086",1,-40.3168,-72.2273,"Hydro","","","",NA,"HIDROMUCHI S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091285",2016,NA,NA,NA,NA,NA,NA,NA,"",2.21,1.87,2.59,1.88,2.22,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4953","CHL","Chile","MULTIEXPORT (I-II)","CHL0000086",3,-41.4678,-72.9738,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091319",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.75,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4954","CHL","Chile","Marchigüe I","WKS0066166",9,-34.336,-71.539,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",17.04,17.59,19.45,19.69,19.38,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4955","CHL","Chile","Marchigüe II","WKS0066167",9,-34.406,-71.666,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",17.29,17.66,17.53,19.5,18.42,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4956","CHL","Chile","Masisa","CHL0003020",11,-37.0455,-72.4001,"Biomass","","","",NA,"MASISA ECOENERGIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1080155",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4957","CHL","Chile","Minera El Tesoro CSP","WKS0071649",8,-22.9296,-69.0955,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",16.58,18,17.15,17.32,17.5,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4958","CHL","Chile","NALCAS","CHL0001087",7,-40.8952,-72.3401,"Hydro","","","",NA,"HIDRONALCAS S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091298",2016,NA,NA,NA,NA,NA,NA,NA,"",15.76,13.44,18.82,13.48,15.76,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4959","CHL","Chile","NEHUENCO","CHL0000117",874.7,-32.9366,-71.3231,"Gas","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1012964",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3489.44,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4960","CHL","Chile","NEWEN","CHL0000067",14.347689,-36.7755,-73.1127,"Gas","","","",NA,"GAS SUR S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091272",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,57.23,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4961","CHL","Chile","NUEVA ALDEA II","CHL0000133",10,-36.6598,-72.4794,"Oil","","","",NA,"ARAUCO BIOENERGIAS","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1064136",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.85,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4962","CHL","Chile","NUEVA RENCA","CHL0000102",369.904,-33.4184,-70.687,"Oil","","","",NA,"SOC. ELECTRICA SANTIAGO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1029166",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,216.43,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4963","CHL","Chile","NUEVA VENTANAS","CHL0000118",248.9888,-32.7498,-71.4832,"Coal","","","",NA,"ELECTRICA VENTANAS","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1373.67,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4964","CHL","Chile","Nueva Aldea I (ex Itata)","CHL0003021",14,-36.6597,-72.4731,"Biomass","","","",NA,"PANELES ARAUCO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1064136",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4965","CHL","Chile","Nueva Aldea III","CHL0003022",37,-36.662,-72.4822,"Biomass","","","",NA,"ARAUCO BIOENERGIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1064136",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4966","CHL","Chile","OJOS DE AGUA","CHL0001088",9,-35.7859,-70.8076,"Hydro","","","",NA,"ENDESAECO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1064104",2016,NA,NA,NA,NA,NA,NA,NA,"",32.07,25.03,33.94,28.11,32.9,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4967","CHL","Chile","OLIVOS","CHL0000078",115.2,-31.9353,-71.4769,"Oil","","","",NA,"POTENCIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091291",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.4,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4968","CHL","Chile","PALMUCHO","CHL0001089",32,-38.0452,-71.4713,"Hydro","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1063322",2016,NA,NA,NA,NA,NA,NA,NA,"",121.9,104.47,125.53,99.76,121.9,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4969","CHL","Chile","PANGUE","CHL0001090",467,-37.9099,-71.6087,"Hydro","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1015747",2016,NA,NA,NA,NA,NA,NA,NA,"",1387.58,1135.23,1450.42,1118.25,1387.58,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4970","CHL","Chile","PEHUENCHE","CHL0001092",570,-35.7338,-71.1555,"Hydro","","","",NA,"EMPRESA ELECTRICA PEHUENCHE S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1015667",2016,NA,NA,NA,NA,NA,NA,NA,"",1679.87,1486.55,1804.79,1362.88,1794.2,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4971","CHL","Chile","PEHUI","CHL0001093",1,-40.5567,-72.5161,"Hydro","","","",NA,"GENERADORA ELECTRICA RHOM LTDA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091276",2016,NA,NA,NA,NA,NA,NA,NA,"",2.21,1.87,2.59,1.88,2.22,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4972","CHL","Chile","PETROPOWER","CHL0000106",62.9775,-36.7873,-73.1217,"Petcoke","","","",NA,"PETROPOWER S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4973","CHL","Chile","PEUCHEN","CHL0001094",85,-37.5404,-71.5965,"Hydro","","","",NA,"DUKE ENERGY","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1037877",2016,NA,NA,NA,NA,NA,NA,NA,"",251.46,216.13,288.28,216.72,251.46,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4974","CHL","Chile","PICHILONCO","CHL0001095",1,-40.329,-72.3226,"Hydro","","","",NA,"HIDROELECTRICA PICHILONCO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1099704",2016,NA,NA,NA,NA,NA,NA,NA,"",2.21,1.87,2.59,1.88,2.22,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4975","CHL","Chile","PILMAIQUEN","CHL0001096",41,-40.6381,-72.6497,"Hydro","","","",NA,"EMPRESA ELECTRICA PUYEHUE S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1025542",2016,NA,NA,NA,NA,NA,NA,NA,"",156.63,134.03,159.93,124.15,156.2,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4976","CHL","Chile","PLACILLA","CHL0000119",3,-33.1085,-71.5591,"Oil","","","",NA,"TECNORED","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091340",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.75,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4977","CHL","Chile","PLANTA CURICO","CHL0000099",2,-35.0207,-71.2436,"Coal","","","",NA,"CGI IANSA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1062499",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,11.03,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4978","CHL","Chile","POZO ALMONTE SOLAR 2","CHL0004010",7.5,-20.2717,-69.7559,"Solar","","","",NA,"","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",16.37,17.13,17.58,17.67,17.3,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4979","CHL","Chile","POZO ALMONTE SOLAR 3","CHL0004011",16,-20.2517,-69.7588,"Solar","","","",NA,"","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",37.55,42.61,43.49,43.68,43.08,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4980","CHL","Chile","PROVIDENCIA","CHL0001098",14,-35.4697,-71.2729,"Hydro","","","",NA,"HIDROELECTRICA PROVIDENCIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1099427",2016,NA,NA,NA,NA,NA,NA,NA,"",36.41,31.78,42.53,31.86,36.41,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4981","CHL","Chile","PUCLARO","CHL0001099",6,-29.9961,-70.8638,"Hydro","","","",NA,"HIDROELECTRICA PUCLARO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1082938",2016,NA,NA,NA,NA,NA,NA,NA,"",16.35,14.02,17.49,15.28,17.61,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4982","CHL","Chile","PULLINQUE","CHL0001100",51,-39.5957,-72.2175,"Hydro","","","",NA,"EMPRESA ELECTRICA PANGUIPULLI S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1026386",2016,NA,NA,NA,NA,NA,NA,NA,"",178.36,154.12,183.93,140.62,181.7,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4983","CHL","Chile","PUNITAQUI","CHL0000079",9,-30.858,-71.2406,"Oil","","","",NA,"ELEKTRAGEN","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091256",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.26,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4984","CHL","Chile","PUNTA COLORADA","CHL0002013",20,-29.3662,-71.0585,"Wind","","","",NA,"BARRICK CHILE GENERACION S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1070013",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,55.54,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4985","CHL","Chile","PUNTA COLORADA","CHL0000080",16.609,-29.3668,-71.0429,"Oil","","","",NA,"CIA. BARRICK CHILE GENERACION LTDA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,9.71,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4986","CHL","Chile","PUNTA PALMERAS","CHL0002014",45,-31.2345,-71.6404,"Wind","","","",NA,"PUNTA PALMERAS S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1105543",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,124.96,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4987","CHL","Chile","PUNTILLA","CHL0001101",22,-33.6187,-70.5352,"Hydro","","","",NA,"ELECTRICA PUNTILLA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1057684",2016,NA,NA,NA,NA,NA,NA,NA,"",86.46,74.52,88.75,87.11,104.57,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4988","CHL","Chile","PV SALVADOR","CHL0004012",68,-26.3141,-69.8681,"Solar","","","",NA,"","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",145.83,167.44,169.36,169.63,167.02,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4989","CHL","Chile","Pampa Camarones 1","WKS0063023",6,-18.886,-70.113,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",12.79,13.37,13.69,13.7,13.45,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4990","CHL","Chile","Pampa Norte","WKS0065061",85.3,-25.511,-70.166,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",187.91,213.99,216.04,217.41,215.66,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4991","CHL","Chile","Pampa Sur","WKS0062288",85.7,-25.536,-70.178,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",188.29,215,217.05,218.32,216.67,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4992","CHL","Chile","Paruma","WKS0061868",21.4,-22.555,-68.755,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",44.98,50.92,50.81,50.88,50.81,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4993","CHL","Chile","Portal del Inca A","WKS0066677",4,-26.294,-69.628,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",7.14,7.62,7.63,7.65,7.61,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4994","CHL","Chile","Pozo Almonte 1","WKS0067465",9,-20.268,-69.753,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",19.71,20.46,21.06,21.16,20.73,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4995","CHL","Chile","Pozo Almonte 2+3","WKS0061952",23.5,-20.248,-69.747,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",55.31,62.21,63.66,63.87,63.02,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4996","CHL","Chile","Pular","WKS0067767",28.9,-22.53,-68.77,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",60.7,69.32,69.22,69.33,69.32,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4997","CHL","Chile","QUELLON II","CHL0000087",7,-43.0913,-73.6143,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091322",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.09,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4998","CHL","Chile","QUELTEHUES","CHL0001103",49,-33.8128,-70.2193,"Hydro","","","",NA,"AES GENER S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1012189",2016,NA,NA,NA,NA,NA,NA,NA,"",160.39,133.97,182.59,143.15,169.26,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4999","CHL","Chile","QUILLAILEO","CHL0001104",1,-37.693,-71.8082,"Hydro","","","",NA,"EBCO ENERGIA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1100104",2016,NA,NA,NA,NA,NA,NA,NA,"",3.85,3.71,4.02,3.37,4.11,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5000","CHL","Chile","QUILLECO","CHL0001105",71,-37.336,-71.9567,"Hydro","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1041781",2016,NA,NA,NA,NA,NA,NA,NA,"",251.93,235.09,267.51,217.16,250.11,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5001","CHL","Chile","QUINTAY","CHL0000120",3,-33.2007,-71.6592,"Oil","","","",NA,"TECNORED","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091341",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.75,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"5002","CHL","Chile","QUINTERO","CHL0000121",255.2,-32.7871,-71.4855,"Oil","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1069998",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,149.31,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"5003","CHL","Chile","Quilapilún","WKS0065812",117.4,-33.104,-70.637,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",244.72,284.14,287.24,286.04,284.28,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"5004","CHL","Chile","RALCO","CHL0001106",690,-37.9969,-71.5199,"Hydro","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1015749",2016,NA,NA,NA,NA,NA,NA,NA,"",2052.5,1672.57,2145.34,1654.55,2052.5,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5005","CHL","Chile","RAPEL","CHL0001107",378,-34.0409,-71.5902,"Hydro","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1015750",2016,NA,NA,NA,NA,NA,NA,NA,"",1149.96,944.33,1150.92,902.3,1169.81,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5006","CHL","Chile","RECA","CHL0001108",2,-39.7834,-72.1159,"Hydro","","","",NA,"ENERBOSCH S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091284",2016,NA,NA,NA,NA,NA,NA,NA,"",5.23,4.55,6.01,4.57,5.26,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5007","CHL","Chile","RENAICO","CHL0001109",6,-37.8138,-72.4155,"Hydro","","","",NA,"MAINCO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1089360",2016,NA,NA,NA,NA,NA,NA,NA,"",13.51,11.52,16.13,11.55,13.51,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5008","CHL","Chile","RENCA","CHL0000103",92,-33.4173,-70.6886,"Oil","","","",NA,"SOC. ELECTRICA SANTIAGO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1012190",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,53.82,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"5009","CHL","Chile","RIO HUASCO","CHL0001111",5,-28.6762,-70.6451,"Hydro","","","",NA,"HIDROELECTRICA RIO HUASCO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1099464",2016,NA,NA,NA,NA,NA,NA,NA,"",12.3,11.33,12.79,10.88,12.87,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5010","CHL","Chile","RIO PICOIQUEN","CHL0001112",20,-37.8096,-72.8336,"Hydro","","","",NA,"HIDROANGOL S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1086590",2016,NA,NA,NA,NA,NA,NA,NA,"",58.4,50.08,67.06,50.22,58.4,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5011","CHL","Chile","RIO TRUENO","CHL0001113",6,-38.6009,-72.0473,"Hydro","","","",NA,"HIDROELECTRICA TRUENO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1082968",2016,NA,NA,NA,NA,NA,NA,NA,"",23.02,20.63,24.52,17.97,22.7,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5012","CHL","Chile","ROBLERIA","CHL0001114",4,-35.8503,-71.2806,"Hydro","","","",NA,"GENERADORA ELECTRICA ROBLERIA LTDA.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091296",2016,NA,NA,NA,NA,NA,NA,NA,"",8.97,7.65,10.72,7.67,8.97,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"5013","CHL","Chile","RUCATAYO","CHL0001115",60,-40.6191,-72.7038,"Hydro","","","",NA,"EMPRESA ELECTRICA RUCATAYO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1025543",2016,NA,NA,NA,NA,NA,NA,NA,"",229.22,196.14,234.05,181.68,228.59,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
